epoch,train_loss,train_accuracy,train_auc,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,train_logits_mean,train_logits_std,val_logits_mean,val_logits_std
1,3.3549991208101626,0.6109993293091884,0.6103059958748611,0.7496114394040516,0.6084507042253521,0.62890625,0.7853658536585366,0.6984815618221258,0.6110243902439024,-1.3340156191332537,34.23700884204011,0.1886157049417076,1.1072547709411749
2,0.5245728684575497,0.7458081824279007,0.8064321876216989,1.0478850267434903,0.6253521126760564,0.6636363636363637,0.7121951219512195,0.6870588235294117,0.6055609756097561,0.1864183781131987,3.705672715980567,0.40694288590949185,3.1948055860173694
3,0.41391875847520143,0.818242790073776,0.8892054059511618,1.0839129252319057,0.6056338028169014,0.6124567474048442,0.8634146341463415,0.7165991902834008,0.5830894308943089,0.22677797090720028,6.66578541027353,1.4385806913212151,3.4733799180029052
4,0.3080528421915428,0.8712273641851107,0.9408111090277075,1.3633284709315356,0.6,0.6351931330472103,0.7219512195121951,0.6757990867579908,0.5657235772357723,0.4115540100758774,8.759728384130486,0.5138061350185267,5.328045427212093
5,0.3651388608003564,0.8752515090543259,0.940551484905742,1.7512330823886944,0.5943661971830986,0.6168582375478927,0.7853658536585366,0.6909871244635193,0.5836422764227642,0.4136141307369664,11.653258032567026,1.4389106619106211,6.4766632539985505
6,0.20536539125690553,0.9268947015425889,0.9777660786661089,2.2074832898812824,0.5971830985915493,0.6371681415929203,0.7024390243902439,0.6682134570765661,0.5711544715447154,0.5499950264631143,16.995122659651013,0.5739222461593823,8.966990224007114
7,0.24627415961978427,0.9302481556002683,0.9745532301567841,1.8357900307545927,0.6,0.6363636363636364,0.7170731707317073,0.6743119266055045,0.5692032520325203,0.4866140149608704,20.83486951162009,0.9945969965676187,7.011248439961509
8,0.15590826435908356,0.9510395707578806,0.9868727553331123,2.4676860413795767,0.5915492957746479,0.6428571428571429,0.6585365853658537,0.6506024096385542,0.5520975609756098,1.0910523875068692,19.831431523616594,0.6299160277549649,10.071195429057894
9,0.23335716615849772,0.9530516431924883,0.9797114566355599,2.686042724181672,0.6309859154929578,0.6528925619834711,0.7707317073170732,0.7069351230425056,0.5700487804878048,1.2089137228232034,24.716854984306714,1.7923474037941074,9.991165392442861
10,0.2159990358971986,0.9476861167002012,0.979641141769194,2.8615601451052144,0.5887323943661972,0.616600790513834,0.7609756097560976,0.6812227074235808,0.5349593495934959,1.4336901847435515,23.589984277300147,2.3008327934313826,10.740072197927255
