experiment_name,best_val_f1,best_epoch,final_val_auc,final_val_acc
exp_01_ent0.001_drop0.1_wd0.0001,0.6666666666666666,0,0.5489453758788536,0.5
exp_02_ent0.001_drop0.05_wd0.0001,0.6411483253588517,2,0.5942401297998918,0.6046511627906976
exp_03_ent0.001_drop0.0_wd0.0001,0.6666666666666666,0,0.5677393185505679,0.5523255813953488
exp_04_ent0.0005_drop0.1_wd0.0001,0.6576576576576577,4,0.6008653326122227,0.5697674418604651
exp_05_ent0.0001_drop0.1_wd0.0001,0.52,9,0.5848431584640347,0.5813953488372093
exp_06_ent0.0001_drop0.05_wd0.0001,0.6666666666666666,0,0.5580043266630611,0.5
