epoch,train_loss,train_accuracy,train_auc,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,train_logits_mean,train_logits_std,val_logits_mean,val_logits_std
1,9.196820190087285,0.6103286384976526,0.6182155168683561,0.7536420423485024,0.5830985915492958,0.6163265306122448,0.7365853658536585,0.6711111111111111,0.5877723577235773,5.618248435127718,107.21168319040056,0.2276797045599407,1.1932595694064767
2,0.485335366044989,0.7833668678739101,0.845429894275288,0.8542982312202172,0.6591549295774648,0.7058823529411765,0.7024390243902439,0.7041564792176039,0.6530081300813007,0.2166877792308658,3.4391544129812117,-0.09901142739494082,2.233415640792699
3,0.35670471467784626,0.8470824949698189,0.9195129163000679,1.056158819132968,0.6028169014084507,0.635593220338983,0.7317073170731707,0.6802721088435374,0.5780813008130081,0.24993710310525047,5.403918541238619,0.5310173387075184,2.8309014776989154
4,0.28223535919001136,0.8940308517773307,0.9554167688335665,1.2191825614578913,0.6309859154929578,0.6528925619834711,0.7707317073170732,0.7069351230425056,0.5861138211382114,0.35650070089069813,7.587560061546438,0.8219691376975724,3.8969480254278435
5,0.2919878713678321,0.8987256874580818,0.957537032496286,1.4158607614770082,0.5943661971830986,0.6380090497737556,0.6878048780487804,0.6619718309859155,0.5699512195121952,0.6684445518415326,9.908837129667338,0.6520136783345485,4.92076594982258
6,0.24796935064464704,0.9255533199195171,0.9702243585120652,1.5286171892162623,0.5859154929577465,0.6494845360824743,0.6146341463414634,0.631578947368421,0.5999674796747967,0.7635979467139677,11.401897518556764,-0.5583034636583967,5.627142826881516
7,0.1911950859262641,0.9416498993963782,0.9837121922372388,2.1266011420159705,0.5690140845070423,0.6428571428571429,0.5707317073170731,0.6046511627906976,0.5773008130081301,0.7306886158638717,13.588353161203152,-1.018008298080572,6.6790224019523725
8,0.21641393844039186,0.9523809523809523,0.983477809349353,3.3269271930667785,0.5295774647887324,0.6158536585365854,0.4926829268292683,0.5474254742547425,0.5462439024390244,0.3515126764753085,13.088998505158628,-2.4745414087155337,9.690691604327686
9,0.1454510118983134,0.9617706237424547,0.9889605659805859,2.117135324100484,0.5830985915492958,0.6255506607929515,0.6926829268292682,0.6574074074074074,0.5608455284552846,0.3040568849970077,15.789587024210707,1.052045644048444,7.599650795002533
10,0.11600152303899733,0.9698189134808853,0.9923050294961849,2.9696237867167397,0.5521126760563381,0.6161616161616161,0.5951219512195122,0.6054590570719603,0.5567479674796748,0.02975009173144837,17.3069813276339,-0.06882898691044727,9.958089045517985
11,0.15566707781689185,0.9738430583501007,0.9918777314621166,3.0644257045355503,0.5915492957746479,0.6470588235294118,0.6439024390243903,0.6454767726161369,0.5747317073170731,0.22955828996051644,18.826087693300334,0.4364880466282787,10.655223264556273
