epoch,train_loss,accuracy,f1,precision,recall,auc
1,0.5964282390174516,0.717948717948718,0.8307692307692308,0.8181818181818182,0.84375,0.49330357142857145
2,0.15909246037449312,0.5538461538461539,0.7030716723549488,0.7744360902255639,0.64375,0.3933035714285715
3,0.03410515511502435,0.6717948717948717,0.7948717948717948,0.8157894736842105,0.775,0.48750000000000004
4,0.012660500602027691,0.5948717948717949,0.7322033898305085,0.8,0.675,0.4517857142857143
5,0.00354544607999333,0.6307692307692307,0.7615894039735099,0.8098591549295775,0.71875,0.47366071428571427
6,0.002343315201268933,0.6153846153846154,0.7491638795986622,0.8057553956834532,0.7,0.4642857142857143
7,0.0014007783451100487,0.6256410256410256,0.759075907590759,0.8041958041958042,0.71875,0.459375
8,0.0009974037519220366,0.5948717948717949,0.7285223367697594,0.8091603053435115,0.6625,0.47410714285714284
9,0.0008216773671388558,0.6358974358974359,0.7656765676567657,0.8111888111888111,0.725,0.47678571428571426
10,0.0007156488770531456,0.6307692307692307,0.76,0.8142857142857143,0.7125,0.48482142857142857
11,0.000521821026084731,0.6102564102564103,0.7414965986394558,0.8134328358208955,0.68125,0.48348214285714286
12,0.00037416327667824173,0.6512820512820513,0.7763157894736842,0.8194444444444444,0.7375,0.4973214285714286
13,0.0003131982429703877,0.6307692307692307,0.7583892617449665,0.8188405797101449,0.70625,0.4959821428571429
14,0.00031432425922344636,0.6564102564102564,0.780327868852459,0.8206896551724138,0.74375,0.5004464285714285
15,0.00022362549444810068,0.6256410256410256,0.7558528428093646,0.8129496402877698,0.70625,0.4816964285714286
16,0.00019373583660510139,0.6153846153846154,0.7457627118644068,0.8148148148148148,0.6875,0.48660714285714285
17,0.00017376364049688088,0.6410256410256411,0.7697368421052632,0.8125,0.73125,0.4799107142857142
18,0.0001522836639797379,0.6564102564102564,0.7788778877887789,0.8251748251748252,0.7375,0.5116071428571429
19,0.00013040647470065068,0.6717948717948717,0.7922077922077922,0.8243243243243243,0.7625,0.5098214285714285
20,0.00010854522594446309,0.6051282051282051,0.7372013651877133,0.8120300751879699,0.675,0.48035714285714287
21,0.00010060393314559222,0.6461538461538462,0.770764119601329,0.8226950354609929,0.725,0.5053571428571428
22,8.141719513541245e-05,0.6153846153846154,0.7457627118644068,0.8148148148148148,0.6875,0.48660714285714285
23,7.269197421001832e-05,0.6205128205128205,0.75,0.8161764705882353,0.69375,0.48973214285714284
24,7.008866464483942e-05,0.5948717948717949,0.7285223367697594,0.8091603053435115,0.6625,0.47410714285714284
25,6.021174792520202e-05,0.6051282051282051,0.7372013651877133,0.8120300751879699,0.675,0.48035714285714287
26,5.7338390054218334e-05,0.6615384615384615,0.7828947368421053,0.8263888888888888,0.74375,0.5147321428571429
27,5.878451033530745e-05,0.6153846153846154,0.7457627118644068,0.8148148148148148,0.6875,0.48660714285714285
28,4.652723804060311e-05,0.5948717948717949,0.7285223367697594,0.8091603053435115,0.6625,0.47410714285714284
29,4.00581741255629e-05,0.6307692307692307,0.7583892617449665,0.8188405797101449,0.70625,0.4959821428571429
30,4.0407713488610906e-05,0.6,0.7328767123287672,0.8106060606060606,0.66875,0.4772321428571428
31,3.916857301000155e-05,0.6205128205128205,0.75,0.8161764705882353,0.69375,0.48973214285714284
32,3.772155069790801e-05,0.6102564102564103,0.7414965986394558,0.8134328358208955,0.68125,0.48348214285714286
33,3.352635298593134e-05,0.6,0.7328767123287672,0.8106060606060606,0.66875,0.4772321428571428
34,2.758471987571609e-05,0.6102564102564103,0.7414965986394558,0.8134328358208955,0.68125,0.48348214285714286
35,2.6133745727789458e-05,0.6051282051282051,0.7372013651877133,0.8120300751879699,0.675,0.48035714285714287
36,2.457136000688846e-05,0.6102564102564103,0.7414965986394558,0.8134328358208955,0.68125,0.48348214285714286
37,2.257289263879928e-05,0.6666666666666666,0.7882736156351792,0.8231292517006803,0.75625,0.5066964285714286
38,2.213701088853376e-05,0.6307692307692307,0.7583892617449665,0.8188405797101449,0.70625,0.4959821428571429
39,1.751651610059884e-05,0.6051282051282051,0.7372013651877133,0.8120300751879699,0.675,0.48035714285714287
40,1.7720966790224706e-05,0.6358974358974359,0.7641196013289037,0.8156028368794326,0.71875,0.48794642857142856
41,1.6609505346715286e-05,0.6205128205128205,0.75,0.8161764705882353,0.69375,0.48973214285714284
42,1.4649170228636095e-05,0.5948717948717949,0.7285223367697594,0.8091603053435115,0.6625,0.47410714285714284
43,1.4662179153574388e-05,0.6102564102564103,0.7414965986394558,0.8134328358208955,0.68125,0.48348214285714286
44,1.3880009518760152e-05,0.6051282051282051,0.7372013651877133,0.8120300751879699,0.675,0.48035714285714287
45,1.1483378223626936e-05,0.5948717948717949,0.7285223367697594,0.8091603053435115,0.6625,0.47410714285714284
46,1.0579283848205247e-05,0.5897435897435898,0.7241379310344828,0.8076923076923077,0.65625,0.47098214285714285
47,1.042312088490247e-05,0.6102564102564103,0.7414965986394558,0.8134328358208955,0.68125,0.48348214285714286
48,8.83107984130245e-06,0.6410256410256411,0.7682119205298014,0.8169014084507042,0.725,0.4910714285714286
49,7.954449421850526e-06,0.6051282051282051,0.7372013651877133,0.8120300751879699,0.675,0.48035714285714287
50,9.76700821189699e-06,0.6205128205128205,0.7516778523489933,0.8115942028985508,0.7,0.47857142857142854
