epoch,train_loss,train_accuracy,train_auc,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,train_logits_mean,train_logits_std,val_logits_mean,val_logits_std
1,2.9089932128509237,0.4768611670020121,0.4953141451875784,0.6988873330640121,0.4225352112676056,0.0,0.0,0.0,0.5077073170731707,-0.9258575620982948,50.255394119664146,-0.06688313209254977,1.4069488151051938e-09
2,0.6878135724854175,0.4802146210596915,0.48071659863553096,0.6839339134883874,0.4507042253521127,1.0,0.04878048780487805,0.09302325581395349,0.5212845528455284,-0.03930230247822486,0.7391013415312603,0.06820925112131616,0.9755219510830025
3,0.6879510259390686,0.47753185781354796,0.4608391267975364,0.6969117740510216,0.4225352112676056,0.0,0.0,0.0,0.4849105691056911,-0.030160298492287248,0.6992183026009939,-0.04528806375365862,1.207194737352274e-09
4,0.6906956867992599,0.47619047619047616,0.49140716274105384,0.6961051648771259,0.4225352112676056,0.0,0.0,0.0,0.5371056910569106,-0.03284138949534223,0.1420617105327186,-0.03608385172318405,2.4293940169120042e-09
5,0.687516930877243,0.47753185781354796,0.4776921579091604,0.6953454722820873,0.4225352112676056,0.0,0.0,0.0,0.42333333333333334,-0.031129888075857974,0.0034082120057132154,-0.027184895037765236,1.3647355738639942e-09
6,0.687260075314264,0.47753185781354796,0.4818713850946907,0.6946490574890459,0.4225352112676056,0.0,0.0,0.0,0.5008617886178861,-0.022832021561946587,0.0022733516391214652,-0.018816538165572664,3.1244324401565434e-10
7,0.6870403873048958,0.47753185781354796,0.5000594971946172,0.6940175672652016,0.4225352112676056,0.0,0.0,0.0,0.5133008130081301,-0.01628232938890226,0.002172023234541484,-0.011038882691990323,2.7309030041881646e-10
8,0.6868515511153929,0.47753185781354796,0.47518335953613833,0.6934223603194868,0.4225352112676056,0.0,0.0,0.0,0.521430894308943,-0.006943951587777992,0.0015437000392473088,-0.0035323070952485145,1.6942807019354583e-10
9,0.7074836391655519,0.5506371562709591,0.5774689532820816,0.7151937403309513,0.5830985915492958,0.6574585635359116,0.5804878048780487,0.616580310880829,0.5512520325203252,-0.07546671893422935,1.2836457898104168,-0.12315450088075086,0.6186515093075156
10,0.6512700813810892,0.681421864520456,0.7121886313481705,0.7287081862998221,0.5661971830985916,0.5947955390334573,0.7804878048780488,0.6751054852320675,0.5515447154471544,-0.08755427120483152,1.7484968727982495,0.1575184936438438,0.9253970535015896
11,0.4369595658523561,0.8028169014084507,0.8725389796772007,1.0425690351261272,0.5690140845070423,0.5942028985507246,0.8,0.681912681912682,0.5454959349593496,-0.18153536408242665,4.057646251166013,0.9500830713816931,2.6612610294673136
12,0.2725268990883369,0.880617035546613,0.9495535907458424,1.2331207164074545,0.6084507042253521,0.6513761467889908,0.6926829268292682,0.6713947990543735,0.5787317073170731,-0.2237596212730741,7.726514083903681,-0.1524470618702996,3.5817723491840634
13,0.1796743427307468,0.932260228034876,0.9803424874875597,1.7480068153008124,0.6,0.6307053941908713,0.7414634146341463,0.6816143497757847,0.5527804878048781,-0.4064512045311946,10.033306693140828,0.6218716251703216,5.495493618795481
14,0.15900009835206866,0.9429912810194501,0.9861047006389638,2.3441155092130788,0.5746478873239437,0.6238532110091743,0.6634146341463415,0.6430260047281324,0.5218536585365854,-0.11406540735496681,12.372712514932562,0.5945113104256526,7.607029815647501
15,0.12263392230484985,0.9664654594232059,0.9918578990639109,2.131402701068181,0.5126760563380282,0.5808080808080808,0.5609756097560976,0.5707196029776674,0.5154471544715448,-0.14164909844722107,15.226794899298351,-0.639081941529269,6.5074697464826095
16,0.07980294467552689,0.9725016767270288,0.9961993913256697,3.2610373396777375,0.5633802816901409,0.6050420168067226,0.7024390243902439,0.6501128668171557,0.48871544715447157,-0.16536219011789835,17.488585109478276,1.021112793112095,11.072017625291759
17,0.13577071725156145,0.9644533869885983,0.9895411143644258,2.9879819992275527,0.4647887323943662,0.5373134328358209,0.526829268292683,0.5320197044334976,0.4370731707317073,-0.011495958251652503,18.2997422975833,-0.17267721643750097,8.843028781184607
18,0.0751059175280225,0.9785378940308518,0.9961380911857611,2.99707706361522,0.5352112676056338,0.5840336134453782,0.6780487804878049,0.6275395033860045,0.47824390243902437,-0.4968491828257729,17.25723463345283,1.1439455564697862,9.764647412061757
