epoch,train_loss,train_accuracy,train_auc,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,train_logits_mean,train_logits_std,val_logits_mean,val_logits_std
1,2.1058552179874956,0.4875922199865862,0.5017136994995024,0.6955439418134555,0.4225352112676056,0.0,0.0,0.0,0.5595121951219513,-0.6128769778064999,32.1128072014678,-0.028263430827310386,0.004666325693419364
2,0.6858653338659374,0.48893360160965793,0.49562875914093263,0.6950614747866778,0.4225352112676056,0.0,0.0,0.0,0.5107317073170732,0.9283689852831429,12.169483650005906,-0.021705516333311376,0.007438160323951016
3,0.6913141276198491,0.4842387659289068,0.5069395364267066,0.6944936339284332,0.4225352112676056,0.0,0.0,0.0,0.5020975609756096,1.1210432666698051,13.46464647851871,-0.014557202847700724,0.008191457283188451
4,0.6860904324170466,0.4875922199865862,0.4982132812161948,0.6937610926762433,0.4225352112676056,0.0,0.0,0.0,0.4748455284552846,0.996345550560478,11.91402000473557,-0.00782614307819118,4.5214657470396124e-10
5,0.6859735396652267,0.4875922199865862,0.517202802498161,0.6933332345855068,0.4225352112676056,0.0,0.0,0.0,0.500390243902439,0.9304152291919598,11.287567580058232,-0.0023925248625307855,4.856915064044197e-11
6,0.6858716742205787,0.49631120053655264,0.4858036087752953,0.6929261516517317,0.5774647887323944,0.5774647887323944,1.0,0.7321428571428571,0.49531707317073176,0.9183569136004276,10.94404248766756,0.002866376655727205,7.413260088286346e-11
7,0.6947980434469491,0.5204560697518444,0.48058949099248527,0.6925627312190096,0.5774647887323944,0.5774647887323944,1.0,0.7321428571428571,0.5138536585365854,0.6598985734444717,8.723535905775217,0.00763900225562319,3.251271575671464e-10
8,0.7241138166246361,0.5345405767940979,0.5247796800853874,0.7074791755527258,0.5492957746478874,0.5789473684210527,0.8048780487804879,0.673469387755102,0.49250406504065036,0.1961674752545566,3.00429920967283,-0.043210578586538914,0.30827639557692865
9,0.6660964368347887,0.607645875251509,0.6124983773492377,0.7670374637926786,0.6366197183098592,0.7183908045977011,0.6097560975609756,0.6596306068601583,0.6302439024390244,0.29043662353914723,4.434382103338211,-0.27966923300098157,1.2687524855174197
10,0.6163684468700928,0.6733735747820255,0.7154717947238609,0.7611749743713184,0.6309859154929578,0.7228915662650602,0.5853658536585366,0.6469002695417789,0.642959349593496,0.24071481686690105,4.364306849376418,-0.16203425105556216,1.1317724475597721
11,0.5460120281503791,0.7069081153588196,0.7899388440957148,0.743054569963838,0.6591549295774648,0.6826086956521739,0.7658536585365854,0.7218390804597701,0.6336747967479676,0.15733901759682037,3.6063659203731446,0.17938724139993878,1.2747957108167973
12,0.4480968918288551,0.7820254862508383,0.8660808296433052,0.880744568736777,0.6,0.6179775280898876,0.8048780487804879,0.6991525423728814,0.5876097560975609,0.3189703665047854,4.987114386499363,0.8460675646669008,2.457118163240334
13,0.35962306499493046,0.8397048960429242,0.9185934142014394,1.194310814681521,0.6112676056338028,0.6666666666666666,0.6536585365853659,0.6600985221674877,0.6113170731707317,0.42538032518377455,6.41230564474356,0.0740103846389643,4.50122155359328
