epoch,train_loss,accuracy,f1,precision,recall,auc
1,0.6004706208312184,0.6051282051282051,0.6804979253112033,0.6776859504132231,0.6833333333333333,0.5816666666666667
2,0.1999540567876549,0.517948717948718,0.6439393939393939,0.5902777777777778,0.7083333333333334,0.4608333333333334
3,0.042060805023263356,0.6564102564102564,0.7817589576547231,0.6417112299465241,1.0,0.5533333333333333
4,0.015043127730544448,0.6,0.7291666666666666,0.625,0.875,0.5175000000000001
5,0.005879956366464393,0.5846153846153846,0.7075812274368231,0.6242038216560509,0.8166666666666667,0.515
6,0.0028241280845602455,0.6051282051282051,0.7259786476868327,0.6335403726708074,0.85,0.5316666666666667
7,0.0019519327492362375,0.6051282051282051,0.7335640138408305,0.6272189349112426,0.8833333333333333,0.5216666666666667
8,0.0012065859467705387,0.6,0.7253521126760564,0.6280487804878049,0.8583333333333333,0.5225
9,0.000961550985091289,0.5948717948717949,0.7208480565371025,0.6257668711656442,0.85,0.5183333333333333
10,0.0007013872657248904,0.5948717948717949,0.7208480565371025,0.6257668711656442,0.85,0.5183333333333333
11,0.0005550823374622669,0.5846153846153846,0.7075812274368231,0.6242038216560509,0.8166666666666667,0.515
12,0.0004575431733119831,0.6,0.7272727272727273,0.6265060240963856,0.8666666666666667,0.52
13,0.0004154282926160996,0.5948717948717949,0.7168458781362007,0.6289308176100629,0.8333333333333334,0.5233333333333334
14,0.0003231751323072026,0.5948717948717949,0.7208480565371025,0.6257668711656442,0.85,0.5183333333333333
15,0.0002703408589103332,0.6,0.7214285714285714,0.63125,0.8416666666666667,0.5275000000000001
16,0.00022861802912252602,0.6102564102564103,0.7342657342657343,0.6325301204819277,0.875,0.5308333333333333
17,0.0001867125375202212,0.5948717948717949,0.7208480565371025,0.6257668711656442,0.85,0.5183333333333333
18,0.0001808231982318129,0.6102564102564103,0.7361111111111112,0.6309523809523809,0.8833333333333333,0.5283333333333333
19,0.00015500770819893025,0.5897435897435898,0.7163120567375887,0.6234567901234568,0.8416666666666667,0.5141666666666667
20,0.00013403637238448152,0.5846153846153846,0.7117437722419929,0.6211180124223602,0.8333333333333334,0.51
21,0.00011518944427175775,0.6,0.7253521126760564,0.6280487804878049,0.8583333333333333,0.5225
22,0.00010211315114022267,0.5948717948717949,0.7208480565371025,0.6257668711656442,0.85,0.5183333333333333
23,0.00010244395994592496,0.6,0.7253521126760564,0.6280487804878049,0.8583333333333333,0.5225
24,8.44686871873026e-05,0.6,0.7253521126760564,0.6280487804878049,0.8583333333333333,0.5225
25,7.099655413852765e-05,0.5897435897435898,0.7163120567375887,0.6234567901234568,0.8416666666666667,0.5141666666666667
26,5.6571408829167424e-05,0.5948717948717949,0.7208480565371025,0.6257668711656442,0.85,0.5183333333333333
27,5.343721500348109e-05,0.6,0.7253521126760564,0.6280487804878049,0.8583333333333333,0.5225
28,5.06565861083266e-05,0.6051282051282051,0.7317073170731707,0.6287425149700598,0.875,0.5241666666666667
29,5.522968241508485e-05,0.5897435897435898,0.7163120567375887,0.6234567901234568,0.8416666666666667,0.5141666666666667
30,4.198786614371914e-05,0.5948717948717949,0.7208480565371025,0.6257668711656442,0.85,0.5183333333333333
31,4.068775000499237e-05,0.6,0.7253521126760564,0.6280487804878049,0.8583333333333333,0.5225
32,3.246906154854181e-05,0.6,0.7253521126760564,0.6280487804878049,0.8583333333333333,0.5225
33,3.074508474311947e-05,0.6,0.7253521126760564,0.6280487804878049,0.8583333333333333,0.5225
34,3.302379450193724e-05,0.5948717948717949,0.7188612099644128,0.6273291925465838,0.8416666666666667,0.5208333333333333
35,3.505535194796613e-05,0.5948717948717949,0.7208480565371025,0.6257668711656442,0.85,0.5183333333333333
36,2.778473930064121e-05,0.6051282051282051,0.7317073170731707,0.6287425149700598,0.875,0.5241666666666667
37,2.3167511609586788e-05,0.5948717948717949,0.7208480565371025,0.6257668711656442,0.85,0.5183333333333333
38,2.0899332207799814e-05,0.6,0.7253521126760564,0.6280487804878049,0.8583333333333333,0.5225
39,2.0597778292114627e-05,0.5948717948717949,0.7208480565371025,0.6257668711656442,0.85,0.5183333333333333
40,2.0568800505941973e-05,0.6102564102564103,0.7361111111111112,0.6309523809523809,0.8833333333333333,0.5283333333333333
41,1.9620313995292568e-05,0.6153846153846154,0.7440273037542662,0.630057803468208,0.9083333333333333,0.5275
42,1.6217368988378407e-05,0.6,0.7253521126760564,0.6280487804878049,0.8583333333333333,0.5225
43,1.5072385870494854e-05,0.6102564102564103,0.7342657342657343,0.6325301204819277,0.875,0.5308333333333333
44,1.2685944358568456e-05,0.6102564102564103,0.7342657342657343,0.6325301204819277,0.875,0.5308333333333333
45,1.5201359917578267e-05,0.5897435897435898,0.7163120567375887,0.6234567901234568,0.8416666666666667,0.5141666666666667
46,1.2504680027398644e-05,0.6102564102564103,0.7342657342657343,0.6325301204819277,0.875,0.5308333333333333
47,1.0690838648603416e-05,0.6051282051282051,0.7298245614035088,0.6303030303030303,0.8666666666666667,0.5266666666666666
48,9.753193642300675e-06,0.6102564102564103,0.7361111111111112,0.6309523809523809,0.8833333333333333,0.5283333333333333
49,1.0309686060131628e-05,0.6051282051282051,0.7317073170731707,0.6287425149700598,0.875,0.5241666666666667
50,1.006998151027918e-05,0.5846153846153846,0.7117437722419929,0.6211180124223602,0.8333333333333334,0.51
