epoch,train_loss,train_accuracy,train_auc,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,train_logits_mean,train_logits_std,val_logits_mean,val_logits_std
1,8.53598799348337,0.5358208955223881,0.5286096256684492,1.0494983620009892,0.5406976744186046,0.5660377358490566,0.3488372093023256,0.4316546762589928,0.5624661979448351,1.0032507326926536,62.06126840605867,-0.8247091082292933,2.271235226336477
2,0.6766311026558822,0.6462686567164179,0.6972994652406418,0.8753892775180988,0.5697674418604651,0.5697674418604651,0.5697674418604651,0.5697674418604651,0.5857220118983234,-0.17488091806620498,3.2165402546814033,-0.26390817633499714,1.634150509162771
3,0.46740387706528297,0.7731343283582089,0.8571657754010695,1.115485008092567,0.563953488372093,0.5447154471544715,0.7790697674418605,0.6411483253588517,0.569902650081125,-0.20894590245434708,4.286069492853814,0.7691228766275873,2.9994250505115394
4,0.3741210214629766,0.8194029850746268,0.9068360071301248,1.875158455060405,0.5872093023255814,0.6229508196721312,0.4418604651162791,0.5170068027210885,0.5740941049215792,-0.2645965448525081,7.0988016077738045,-2.4713994273915887,4.77871486717169
5,0.4267820958426793,0.8283582089552238,0.906060606060606,1.1811742021724725,0.5697674418604651,0.5526315789473685,0.7325581395348837,0.63,0.5839643050297457,-0.5365492911703551,7.45601932050723,0.790435650212647,4.360903030671182
6,0.3305018199526632,0.8402985074626865,0.9317825311942959,1.5075140612499673,0.5523255813953488,0.5652173913043478,0.45348837209302323,0.5032258064516129,0.5728772309356409,-0.07422502516880075,9.584163440587435,-1.3898796185981048,4.695756225376494
7,0.24014808263503565,0.8880597014925373,0.9657932263814617,1.8076601198482833,0.5465116279069767,0.5555555555555556,0.46511627906976744,0.5063291139240507,0.5774743104380746,-0.49658264588953843,9.801891444692288,-2.1214976496344735,5.588782853954693
8,0.496661072774621,0.8537313432835821,0.9183868092691623,1.8333520507213972,0.5406976744186046,0.5507246376811594,0.4418604651162791,0.49032258064516127,0.5795024337479718,0.05146813875536865,13.128122593120636,-0.9720133670042593,7.037863137639004
9,0.3247582363568881,0.8776119402985074,0.9483244206773618,1.7676035625519573,0.5348837209302325,0.5306122448979592,0.6046511627906976,0.5652173913043478,0.5589507842076799,-0.21921283358346616,13.239261995120918,-0.28948513367538187,7.039118084670604
10,0.26723802198270846,0.9194029850746268,0.9679857397504456,1.9138050418525105,0.6046511627906976,0.5918367346938775,0.6744186046511628,0.6304347826086957,0.5942401297998918,0.10970404941307159,12.915855379242588,0.3285390767918596,7.925802828084222
