epoch,phase,slice_max,slice_min,slice_mean,num_slices
1,train,-3.2239491939544678,-13.80943489074707,-7.856088161468506,24
1,train,-78.92284393310547,-91.00813293457031,-85.20103454589844,24
1,train,-15.895724296569824,-24.322895050048828,-20.685649871826172,64
1,train,20.47232437133789,8.897807121276855,15.068208694458008,65
1,train,115.35923767089844,74.03937530517578,100.75281524658203,42
1,train,32.159358978271484,27.69329261779785,30.325672149658203,28
1,train,15.180425643920898,13.045401573181152,13.959199905395508,22
1,train,33.12440490722656,27.19339942932129,29.176406860351562,34
1,train,6.968876361846924,4.928811073303223,5.888382434844971,25
1,train,14.722923278808594,11.118795394897461,12.7723388671875,55
1,train,13.529391288757324,-0.7792492508888245,6.066450119018555,30
1,train,-18.899124145507812,-41.772308349609375,-29.34505271911621,25
1,train,-49.77133560180664,-73.35601043701172,-64.33525848388672,34
1,train,-15.903532981872559,-35.679813385009766,-30.167760848999023,54
1,train,-10.734518051147461,-21.348834991455078,-17.673124313354492,59
1,train,-38.47612762451172,-66.14024353027344,-50.86716079711914,53
1,train,-20.207361221313477,-36.19686508178711,-30.382835388183594,88
1,train,-18.16936492919922,-47.36201095581055,-31.27366828918457,35
1,train,-7.476879596710205,-10.376550674438477,-8.963501930236816,48
1,train,-24.44792938232422,-38.681060791015625,-34.06230545043945,33
1,train,6.619348526000977,-6.059506416320801,0.4392043948173523,22
1,train,-1.3752861022949219,-9.615378379821777,-6.462214469909668,79
1,train,-4.343735694885254,-14.655717849731445,-10.387225151062012,54
1,train,0.6674386262893677,-6.808070182800293,-3.1621038913726807,50
1,train,-9.48513412475586,-13.883305549621582,-11.524620056152344,36
1,train,52.08728790283203,-15.07003116607666,13.515222549438477,51
1,train,-7.042316436767578,-16.47694969177246,-12.389398574829102,63
1,train,1.4062260389328003,-0.6088780760765076,0.4274823069572449,48
1,train,69.56175994873047,39.967933654785156,57.08998107910156,35
1,train,1.942880392074585,-1.638188123703003,-0.0893704891204834,52
1,train,41.05076599121094,20.848766326904297,31.74030113220215,48
1,train,2.056896209716797,-1.4847478866577148,-0.2763374149799347,52
1,train,2.4598820209503174,0.45769423246383667,1.494297981262207,40
1,train,96.22564697265625,36.772132873535156,59.71871566772461,66
1,train,55.186344146728516,37.7848014831543,45.18341064453125,34
1,train,10.188544273376465,-0.6863504648208618,3.902650833129883,52
1,train,222.4784393310547,178.77806091308594,199.3072967529297,35
1,train,-1.6461008787155151,-6.028327941894531,-3.84847092628479,34
1,train,-9.585542678833008,-33.11775588989258,-22.693714141845703,57
1,train,-52.93829345703125,-136.6681365966797,-91.80332946777344,32
1,train,-7.745988845825195,-34.49546813964844,-23.071319580078125,16
1,train,-3.841658115386963,-23.928789138793945,-15.213583946228027,26
1,train,1.584041953086853,-7.215691089630127,-3.4884655475616455,34
1,train,11.04807186126709,0.6296846866607666,7.181079864501953,26
1,train,-38.39651107788086,-110.7234878540039,-86.6245346069336,82
1,train,-24.373796463012695,-47.4095458984375,-34.065818786621094,34
1,train,-79.924072265625,-107.28339385986328,-93.31513977050781,30
1,train,-1.886298418045044,-3.8033981323242188,-2.9531688690185547,25
1,train,3.139138698577881,-16.81656265258789,-6.927150726318359,40
1,train,-60.78533172607422,-77.3015365600586,-69.90150451660156,30
1,train,8.785710334777832,-14.48735237121582,-2.5993549823760986,33
1,train,1.7279765605926514,-1.798553705215454,-0.20958960056304932,80
1,train,58.03635787963867,30.34363555908203,47.65027618408203,36
1,train,7.480623245239258,4.247091770172119,5.507110118865967,44
1,train,79.3997573852539,42.1401252746582,60.83280944824219,33
1,train,40.26722717285156,18.8961238861084,30.548751831054688,60
1,train,18.80773162841797,-19.99571418762207,-0.030626773834228516,32
1,train,8.200682640075684,5.331301689147949,6.691709518432617,68
1,train,2.7950210571289062,1.4296718835830688,2.1047024726867676,20
1,train,8.03443717956543,1.0755198001861572,4.081765651702881,49
1,train,15.842514991760254,0.5406274199485779,7.783135414123535,26
1,train,0.48853060603141785,-0.9002053737640381,0.01800188049674034,28
1,train,-1.937483310699463,-12.933049201965332,-6.519343376159668,56
1,train,9.988264083862305,-90.69881439208984,-39.12290954589844,62
1,train,-1.393066167831421,-6.764008522033691,-4.720081806182861,45
1,train,-45.439186096191406,-50.69355010986328,-47.45345687866211,39
1,train,-107.46798706054688,-135.27310180664062,-125.28363800048828,46
1,train,-45.12763977050781,-102.0451431274414,-81.45252227783203,70
1,train,-2.3280277252197266,-5.772159576416016,-3.91721773147583,50
1,train,-22.847084045410156,-52.15766525268555,-42.25981140136719,47
1,train,-1.1926642656326294,-7.413904190063477,-5.276000022888184,96
1,train,-70.90220642089844,-90.1640396118164,-82.08517456054688,29
1,train,-1.5834743976593018,-2.3958632946014404,-2.031872510910034,30
1,train,-25.09895896911621,-30.28282928466797,-27.443262100219727,35
1,train,-15.738306045532227,-46.72657775878906,-34.56263732910156,54
1,train,-38.803897857666016,-45.40054702758789,-42.28874969482422,28
1,train,-3.14453387260437,-17.667133331298828,-10.907294273376465,87
1,train,-9.0111665725708,-19.36844253540039,-14.578387260437012,27
1,train,2.0296590328216553,-9.727516174316406,-4.066458702087402,30
1,train,-29.10268211364746,-43.46633529663086,-37.31340026855469,29
1,train,-22.160430908203125,-40.00120162963867,-33.72233963012695,36
1,train,-4.339928150177002,-7.426153659820557,-5.479744911193848,30
1,train,-6.219326019287109,-31.96590805053711,-18.29132080078125,24
1,train,2.2602274417877197,0.8190771341323853,1.4781608581542969,42
1,train,0.7159907817840576,-0.6122724413871765,-0.03152718394994736,54
1,train,12.857669830322266,1.3022072315216064,8.068315505981445,22
1,train,19.22739028930664,9.708427429199219,15.337244987487793,40
1,train,0.25971144437789917,-1.9811712503433228,-0.8447449803352356,40
1,train,27.3944149017334,2.9713997840881348,12.588415145874023,62
1,train,38.257835388183594,17.384328842163086,29.701356887817383,37
1,train,2.21478271484375,1.7251923084259033,1.8868368864059448,26
1,train,23.858163833618164,16.129161834716797,20.823701858520508,27
1,train,21.885107040405273,11.816534996032715,17.30129623413086,70
1,train,15.364689826965332,5.945827960968018,11.181912422180176,106
1,train,14.245786666870117,9.039270401000977,11.514216423034668,79
1,train,26.067401885986328,-20.064409255981445,2.460923671722412,156
1,train,0.7524690628051758,0.3502691984176636,0.6330420970916748,66
1,train,13.758273124694824,1.2022100687026978,8.969972610473633,32
1,train,1.825210690498352,1.4074397087097168,1.5456008911132812,22
1,train,2.673215389251709,1.0582507848739624,1.8380167484283447,38
1,train,3.331143379211426,1.624614953994751,2.1719212532043457,31
1,train,9.933032989501953,6.955109596252441,8.461201667785645,29
1,train,46.69984436035156,34.42140197753906,39.90065002441406,29
1,train,1.0215100049972534,0.39987802505493164,0.7180876135826111,50
1,train,1.9661353826522827,0.996376097202301,1.5103806257247925,30
1,train,1.4010059833526611,0.7667431235313416,1.0787094831466675,71
1,train,1.762923002243042,-0.04904347285628319,0.7121963500976562,35
1,train,3.5034241676330566,2.018345832824707,2.7398455142974854,33
1,train,3.240128755569458,1.6785905361175537,2.5595734119415283,46
1,train,13.356292724609375,-0.04918307065963745,5.1169514656066895,97
1,train,0.17125976085662842,-0.0492342934012413,-0.038624897599220276,26
1,train,-9.730034828186035,-15.580679893493652,-13.236104965209961,58
1,train,8.186515808105469,1.3532004356384277,5.006294250488281,26
1,train,0.23631514608860016,-0.049355968832969666,0.1169915720820427,26
1,train,0.8876813650131226,-0.04939160495996475,0.0965120792388916,78
1,train,2.6163744926452637,-0.04941932484507561,0.20214751362800598,99
1,train,0.6224260926246643,-0.04945838451385498,-0.03386553376913071,74
1,train,-11.230206489562988,-18.680740356445312,-15.153133392333984,33
1,train,-0.049528639763593674,-9.845712661743164,-2.4255423545837402,28
1,train,2.6005470752716064,-0.049543533474206924,0.9421263337135315,78
1,train,5.134433746337891,-0.049570973962545395,2.6442666053771973,32
1,train,7.944055080413818,0.19584742188453674,3.1553001403808594,53
1,train,-0.049632925540208817,-0.049632925540208817,-0.049632929265499115,34
1,train,-3.1183862686157227,-7.324974536895752,-4.947135925292969,75
1,train,-0.04966741055250168,-0.04966741055250168,-0.04966741055250168,54
1,train,-0.049682602286338806,-0.049682602286338806,-0.049682606011629105,36
1,train,-0.04968854412436485,-0.04968854412436485,-0.04968854412436485,49
1,train,-0.04970129579305649,-0.04970129579305649,-0.04970129579305649,88
1,train,-0.049705009907484055,-0.049705009907484055,-0.04970501363277435,30
1,train,1.192783236503601,-0.04970056563615799,0.250575453042984,35
1,train,-0.04970822110772133,-0.04970822110772133,-0.04970822110772133,67
1,train,-0.0497073270380497,-0.0497073270380497,-0.0497073270380497,38
1,train,-0.049698714166879654,-0.049698714166879654,-0.04969871789216995,38
1,train,-0.04968313127756119,-0.04968313127756119,-0.04968313127756119,16
1,train,-0.04966125637292862,-0.04966125637292862,-0.04966125637292862,52
1,train,-0.02795230783522129,-0.04964899644255638,-0.04904933646321297,56
1,train,-0.04963017255067825,-0.04963017255067825,-0.04963017627596855,26
1,train,-0.04962069168686867,-0.04962069168686867,-0.049620695412158966,52
1,train,-0.0496196448802948,-0.0496196448802948,-0.0496196448802948,29
1,train,-0.04962621629238129,-0.04962621629238129,-0.04962621629238129,40
1,train,0.0696706622838974,-0.049624230712652206,-0.046912986785173416,44
1,train,0.40815770626068115,-0.049630437046289444,-0.04509788006544113,101
1,train,-0.049629852175712585,-0.049629852175712585,-0.049629852175712585,60
1,train,-0.049621373414993286,-0.049621373414993286,-0.049621373414993286,48
1,train,-0.049621306359767914,-0.049621306359767914,-0.049621302634477615,36
1,train,-0.04961327463388443,-0.04961327463388443,-0.04961327835917473,22
1,train,-0.049598053097724915,-0.049598053097724915,-0.049598053097724915,78
1,train,-0.04957634210586548,-0.04957634210586548,-0.04957634583115578,108
1,train,-0.04954877123236656,-0.04954877123236656,-0.04954877123236656,40
1,train,-0.04951591044664383,-0.04951591044664383,-0.04951591417193413,112
1,train,-0.04947827383875847,-0.04947827383875847,-0.04947827383875847,70
1,train,-0.019803214818239212,-0.04945199936628342,-0.04565378278493881,16
1,train,-0.04943609610199928,-0.04943609610199928,-0.04943609982728958,18
1,train,-0.04941370710730553,-0.04941370710730553,-0.04941370710730553,27
1,train,-0.04940120875835419,-0.04940120875835419,-0.049401212483644485,18
1,train,-0.049397632479667664,-0.049397632479667664,-0.04939763620495796,33
1,train,-0.04938632249832153,-0.04938632249832153,-0.04938632249832153,26
1,train,-0.049368031322956085,-0.049368031322956085,-0.049368031322956085,37
1,train,0.22353947162628174,-0.049359265714883804,-0.04286167770624161,42
1,train,-0.04936017468571663,-0.04936017468571663,-0.04936017096042633,47
1,train,-0.049368731677532196,-0.049368731677532196,-0.049368731677532196,32
1,train,-0.04938419163227081,-0.04938419163227081,-0.04938419163227081,128
1,train,-0.04940588027238846,-0.04940588027238846,-0.04940588399767876,30
1,train,-0.04943319410085678,-0.04943319410085678,-0.04943319410085678,38
1,train,-0.04946558550000191,-0.04946558550000191,-0.04946558177471161,59
1,train,-0.04950256645679474,-0.04950256645679474,-0.04950256645679474,34
1,train,-0.04954368993639946,-0.04954368993639946,-0.04954369366168976,69
1,train,-0.04957253858447075,-0.04957253858447075,-0.04957253858447075,25
1,train,-0.04960634931921959,-0.04960634931921959,-0.04960634931921959,25
1,train,-0.04962858930230141,-0.04962858930230141,-0.04962858930230141,38
1,train,-0.04964039474725723,-0.04964039474725723,-0.04964039847254753,66
1,train,-0.04964279383420944,-0.04964279383420944,-0.049642790108919144,21
1,train,-0.049636706709861755,-0.049636706709861755,-0.049636706709861755,38
1,train,-0.049639079719781876,-0.049639079719781876,-0.049639083445072174,33
1,train,-0.049649085849523544,-0.049649085849523544,-0.04964908957481384,15
1,train,-0.04964982345700264,-0.04964982345700264,-0.04964982718229294,74
1,train,-0.04965837299823761,-0.04965837299823761,-0.04965837299823761,38
1,train,-0.04967396706342697,-0.04967396706342697,-0.04967396706342697,40
1,train,0.21435950696468353,-0.0496797151863575,-0.03830093890428543,36
1,train,-0.04967764765024185,-0.04967764765024185,-0.04967764765024185,76
1,train,-0.04966746270656586,-0.04966746270656586,-0.04966745898127556,31
1,train,-0.049649957567453384,-0.049649957567453384,-0.04964996129274368,42
1,train,-0.04964211955666542,-0.04964211955666542,-0.04964211955666542,46
1,train,-0.04962671175599098,-0.04962671175599098,-0.04962671548128128,92
1,train,-0.04960447922348976,-0.04960447922348976,-0.04960447922348976,27
1,train,-0.049592405557632446,-0.049592405557632446,-0.049592409282922745,38
1,train,62.97758865356445,-0.04958949610590935,17.40029525756836,52
1,train,-0.04958686977624893,-0.04958686977624893,-0.04958686977624893,19
1,train,-0.049592502415180206,-0.049592502415180206,-0.049592506140470505,40
1,train,-0.049605585634708405,-0.049605585634708405,-0.049605581909418106,29
1,train,-0.04962538927793503,-0.04962538927793503,-0.04962538555264473,55
1,train,-0.04965125396847725,-0.04965125396847725,-0.04965125396847725,40
1,train,-0.049666114151477814,-0.049666114151477814,-0.04966611787676811,24
1,train,-0.049671050161123276,-0.049671050161123276,-0.049671050161123276,26
1,train,-0.04966704174876213,-0.04966704174876213,-0.04966704547405243,38
1,train,-0.0496714822947979,-0.0496714822947979,-0.049671486020088196,46
1,train,-0.04966701567173004,-0.04966701567173004,-0.04966701194643974,82
1,train,-0.0496545173227787,-0.0496545173227787,-0.0496545173227787,49
1,train,-0.04965132847428322,-0.04965132847428322,-0.04965133219957352,15
1,train,-0.04963996633887291,-0.04963996633887291,-0.04963996633887291,115
1,train,-0.04962123557925224,-0.04962123557925224,-0.04962123557925224,33
1,train,-0.04961245507001877,-0.04961245507001877,-0.04961245134472847,78
1,train,-0.04959603771567345,-0.04959603771567345,-0.04959603771567345,42
1,train,-0.04957273229956627,-0.04957273229956627,-0.04957273229956627,58
1,train,-0.04955985024571419,-0.04955985024571419,-0.049559853971004486,37
1,train,0.3487437665462494,-0.049556367099285126,-0.04313217103481293,62
1,train,-0.04956299811601639,-0.04956299811601639,-0.049563001841306686,48
1,train,-0.04956042766571045,-0.04956042766571045,-0.04956042766571045,38
1,train,-0.04954956844449043,-0.04954956844449043,-0.04954956844449043,94
1,train,-0.04954792559146881,-0.04954792559146881,-0.04954792559146881,41
1,train,-0.049537885934114456,-0.049537885934114456,-0.049537885934114456,36
1,train,-0.049536995589733124,-0.049536995589733124,-0.049536995589733124,52
1,train,-0.049527619034051895,-0.049527619034051895,-0.049527622759342194,24
1,train,-0.04952733963727951,-0.04952733963727951,-0.04952733963727951,43
1,train,-0.04951850324869156,-0.04951850324869156,-0.04951850697398186,30
1,train,-0.04951872304081917,-0.04951872304081917,-0.04951872676610947,92
1,train,-0.04951031878590584,-0.04951031878590584,-0.04951031878590584,34
1,train,-0.04951094090938568,-0.04951094090938568,-0.04951093718409538,47
1,train,-0.049502886831760406,-0.049502886831760406,-0.049502890557050705,46
1,train,-0.04948701709508896,-0.04948701709508896,-0.04948702082037926,30
1,train,-0.04948092997074127,-0.04948092997074127,-0.04948093369603157,98
1,train,-0.04948366433382034,-0.04948366433382034,-0.04948366805911064,60
1,train,-0.04949434846639633,-0.04949434846639633,-0.04949434474110603,25
1,train,-0.04951220378279686,-0.04951220378279686,-0.04951220378279686,26
1,train,-0.04953652247786522,-0.04953652247786522,-0.04953651875257492,36
1,train,-0.04954976215958595,-0.04954976215958595,-0.04954976588487625,26
1,train,-0.04955302178859711,-0.04955302178859711,-0.04955302178859711,57
1,train,-0.04956420883536339,-0.04956420883536339,-0.04956420883536339,24
1,train,-0.04956560581922531,-0.04956560581922531,-0.04956560209393501,29
1,train,-0.04955818131566048,-0.04955818131566048,-0.04955817759037018,46
1,train,-0.04955976456403732,-0.04955976456403732,-0.04955976456403732,36
1,train,-0.04956946521997452,-0.04956946521997452,-0.049569468945264816,33
1,train,-0.04958648234605789,-0.04958648234605789,-0.04958648607134819,58
1,train,-0.04961009696125984,-0.04961009696125984,-0.04961009323596954,54
1,train,-0.04962265118956566,-0.04962265118956566,-0.04962265118956566,28
1,train,-0.049642253667116165,-0.049642253667116165,-0.049642257392406464,35
1,train,-0.04965118318796158,-0.04965118318796158,-0.04965118318796158,25
1,train,-0.04965049400925636,-0.04965049400925636,-0.04965049773454666,36
1,train,-0.04964113608002663,-0.04964113608002663,-0.049641139805316925,24
1,train,-0.049623969942331314,-0.049623969942331314,-0.04962397366762161,42
1,train,-0.04959976673126221,-0.04959976673126221,-0.04959976673126221,22
1,train,-0.04956921935081482,-0.04956921935081482,-0.04956922307610512,21
1,train,-0.04955004155635834,-0.04955004155635834,-0.04955003783106804,55
1,train,-0.049524012953042984,-0.049524012953042984,-0.049524012953042984,33
1,train,-0.04950891062617302,-0.04950891062617302,-0.04950891062617302,43
1,train,-0.04950365796685219,-0.04950365796685219,-0.04950366169214249,99
1,train,-0.049490153789520264,-0.049490153789520264,-0.04949015751481056,33
1,train,-0.049486350268125534,-0.049486350268125534,-0.04948635399341583,37
1,train,-0.049491290003061295,-0.049491290003061295,-0.049491290003061295,62
1,train,-0.04948694258928299,-0.04948694258928299,-0.04948694258928299,32
1,train,-0.04949140176177025,-0.04949140176177025,-0.04949140548706055,15
1,train,-0.04950379952788353,-0.04950379952788353,-0.04950379580259323,38
1,train,-0.04952334985136986,-0.04952334985136986,-0.04952334612607956,47
1,train,-0.04953213781118393,-0.04953213781118393,-0.04953213781118393,34
1,train,-0.049548447132110596,-0.049548447132110596,-0.049548447132110596,24
1,train,-0.04957153648138046,-0.04957153648138046,-0.04957153648138046,80
1,train,-0.049583494663238525,-0.049583494663238525,-0.049583498388528824,28
1,train,-0.049602676182985306,-0.049602676182985306,-0.049602679908275604,35
1,train,-0.0496283657848835,-0.0496283657848835,-0.0496283657848835,64
1,train,-0.04965992271900177,-0.04965992271900177,-0.04965992271900177,34
1,train,-0.049679484218358994,-0.049679484218358994,-0.049679484218358994,35
1,train,-0.04968823865056038,-0.04968823865056038,-0.04968823865056038,27
1,train,-0.04970455542206764,-0.04970455542206764,-0.04970455914735794,40
1,train,-0.04972768947482109,-0.04972768947482109,-0.04972768574953079,58
1,train,-0.04973964765667915,-0.04973964765667915,-0.04973965138196945,28
1,train,-0.04975886642932892,-0.04975886642932892,-0.04975886642932892,53
1,train,-0.04978462681174278,-0.04978462681174278,-0.04978462681174278,53
1,train,-0.04981628432869911,-0.04981628432869911,-0.04981628805398941,26
1,train,-0.04985325410962105,-0.04985325410962105,-0.04985325038433075,42
1,train,-0.04987764358520508,-0.04987764358520508,-0.04987764358520508,46
1,train,-0.04989070072770119,-0.04989070072770119,-0.049890704452991486,30
1,train,-0.049910932779312134,-0.049910932779312134,-0.049910932779312134,62
1,train,-0.04992023855447769,-0.04992023855447769,-0.04992023855447769,29
1,train,-0.04993710294365883,-0.04993710294365883,-0.04993710294365883,38
1,train,-0.049960777163505554,-0.049960777163505554,-0.049960777163505554,53
1,train,-0.049990590661764145,-0.049990590661764145,-0.049990590661764145,31
