epoch,train_loss,accuracy,f1,precision,recall,auc
1,0.4938421514602976,0.46153846153846156,0.6037735849056604,0.6956521739130435,0.5333333333333333,0.37777777777777777
2,0.12466923108136435,0.558974358974359,0.7171052631578947,0.7077922077922078,0.7266666666666667,0.36333333333333334
3,0.021510771104057722,0.6,0.75,0.7222222222222222,0.78,0.39
4,0.00785217503803449,0.5846153846153846,0.7378640776699029,0.7169811320754716,0.76,0.38
5,0.0030216901686465486,0.5846153846153846,0.7361563517915309,0.7197452229299363,0.7533333333333333,0.3877777777777778
6,0.001881457903687287,0.5794871794871795,0.7337662337662337,0.7151898734177216,0.7533333333333333,0.37666666666666665
7,0.0010021743418033653,0.5948717948717949,0.7459807073954984,0.7204968944099379,0.7733333333333333,0.38666666666666666
8,0.0008610051648355935,0.5948717948717949,0.7459807073954984,0.7204968944099379,0.7733333333333333,0.38666666666666666
9,0.0005680047004616343,0.5846153846153846,0.7378640776699029,0.7169811320754716,0.76,0.38
10,0.00044578772623368555,0.5948717948717949,0.7459807073954984,0.7204968944099379,0.7733333333333333,0.38666666666666666
11,0.0003349324540793682,0.5948717948717949,0.7459807073954984,0.7204968944099379,0.7733333333333333,0.38666666666666666
12,0.00028318482736305016,0.5846153846153846,0.7378640776699029,0.7169811320754716,0.76,0.38
13,0.00023501865450830045,0.5846153846153846,0.7378640776699029,0.7169811320754716,0.76,0.38
14,0.00018189206122035703,0.5897435897435898,0.7419354838709677,0.71875,0.7666666666666667,0.38333333333333336
15,0.00016312554382881374,0.5948717948717949,0.7459807073954984,0.7204968944099379,0.7733333333333333,0.38666666666666666
16,0.00015638853169172904,0.6102564102564103,0.7579617834394905,0.725609756097561,0.7933333333333333,0.39666666666666667
17,0.00013009244583439244,0.5846153846153846,0.7378640776699029,0.7169811320754716,0.76,0.38
18,0.00010111607793111668,0.5846153846153846,0.7378640776699029,0.7169811320754716,0.76,0.38
19,8.622991800128799e-05,0.5897435897435898,0.7419354838709677,0.71875,0.7666666666666667,0.38333333333333336
20,9.036465882606176e-05,0.5897435897435898,0.7419354838709677,0.71875,0.7666666666666667,0.38333333333333336
21,7.255945940097605e-05,0.5897435897435898,0.7419354838709677,0.71875,0.7666666666666667,0.38333333333333336
22,5.730322607282395e-05,0.5897435897435898,0.7419354838709677,0.71875,0.7666666666666667,0.38333333333333336
23,5.3076037054199686e-05,0.5897435897435898,0.7419354838709677,0.71875,0.7666666666666667,0.38333333333333336
24,4.427056515484155e-05,0.5897435897435898,0.7419354838709677,0.71875,0.7666666666666667,0.38333333333333336
25,3.825640177379315e-05,0.5897435897435898,0.7419354838709677,0.71875,0.7666666666666667,0.38333333333333336
26,3.924404085693756e-05,0.5948717948717949,0.7459807073954984,0.7204968944099379,0.7733333333333333,0.38666666666666666
27,3.374801626851468e-05,0.5897435897435898,0.7419354838709677,0.71875,0.7666666666666667,0.38333333333333336
28,2.7204047378416012e-05,0.5897435897435898,0.7419354838709677,0.71875,0.7666666666666667,0.38333333333333336
29,2.7466683200187502e-05,0.5897435897435898,0.7419354838709677,0.71875,0.7666666666666667,0.38333333333333336
30,2.5733167220079532e-05,0.5897435897435898,0.7419354838709677,0.71875,0.7666666666666667,0.38333333333333336
31,1.943012986745389e-05,0.5897435897435898,0.7419354838709677,0.71875,0.7666666666666667,0.38333333333333336
32,1.800083376719817e-05,0.5948717948717949,0.7459807073954984,0.7204968944099379,0.7733333333333333,0.38666666666666666
33,1.96600223469819e-05,0.5846153846153846,0.7378640776699029,0.7169811320754716,0.76,0.38
34,1.987974046266714e-05,0.5948717948717949,0.7459807073954984,0.7204968944099379,0.7733333333333333,0.38666666666666666
35,1.7155577131219565e-05,0.5897435897435898,0.7419354838709677,0.71875,0.7666666666666667,0.38333333333333336
36,1.5169579815521686e-05,0.5846153846153846,0.7378640776699029,0.7169811320754716,0.76,0.38
37,1.4939544222224117e-05,0.5897435897435898,0.7419354838709677,0.71875,0.7666666666666667,0.38333333333333336
38,1.4893323297839593e-05,0.5897435897435898,0.7419354838709677,0.71875,0.7666666666666667,0.38333333333333336
39,1.0488796618540895e-05,0.5846153846153846,0.7378640776699029,0.7169811320754716,0.76,0.38
40,9.179226376087942e-06,0.5846153846153846,0.7378640776699029,0.7169811320754716,0.76,0.38
41,1.0097098775369069e-05,0.5897435897435898,0.7419354838709677,0.71875,0.7666666666666667,0.38333333333333336
42,1.0046714613759653e-05,0.5846153846153846,0.7378640776699029,0.7169811320754716,0.76,0.38
43,8.455120885869079e-06,0.5897435897435898,0.7419354838709677,0.71875,0.7666666666666667,0.38333333333333336
44,9.118111231892818e-06,0.5897435897435898,0.7419354838709677,0.71875,0.7666666666666667,0.38333333333333336
45,6.313026929530362e-06,0.5846153846153846,0.7378640776699029,0.7169811320754716,0.76,0.38
46,6.745012422159274e-06,0.5846153846153846,0.7378640776699029,0.7169811320754716,0.76,0.38
47,6.220858502299527e-06,0.5897435897435898,0.7419354838709677,0.71875,0.7666666666666667,0.38333333333333336
48,6.5782145420723845e-06,0.5846153846153846,0.7378640776699029,0.7169811320754716,0.76,0.38
49,5.369978851443552e-06,0.5897435897435898,0.7419354838709677,0.71875,0.7666666666666667,0.38333333333333336
50,6.255850180339855e-06,0.5897435897435898,0.7419354838709677,0.71875,0.7666666666666667,0.38333333333333336
