epoch,train_loss,train_accuracy,train_auc,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,train_logits_mean,train_logits_std,val_logits_mean,val_logits_std
1,0.9532062103767325,0.49850746268656715,0.4324509803921569,0.6935950874589211,0.5,0.0,0.0,0.0,0.5020957274202271,-0.5629875399686618,16.26018498440457,-0.060527205337272134,0.00022652087537159638
2,0.6929512515886506,0.5074626865671642,0.4536363636363636,0.6934318240991858,0.5,0.0,0.0,0.0,0.5678745267712276,-0.060085872691402684,0.006624941941681907,-0.05817560940374469,0.00396301514508312
3,0.7170990578997046,0.5074626865671642,0.48546345811051694,0.6935614742511926,0.5,0.0,0.0,0.0,0.4528123309897242,-0.11587693712382174,0.5716817522349736,-0.057574582697693694,2.778056185055604e-09
4,0.6926809277552277,0.508955223880597,0.48789661319073085,0.6930722493764966,0.5058139534883721,1.0,0.011627906976744186,0.022988505747126436,0.569226608977826,-0.05504144751327807,0.046506356240599116,-0.055718330904668156,0.012629839249358938
5,0.694968462879978,0.5164179104477612,0.47803921568627444,0.6922226350667865,0.5116279069767442,1.0,0.023255813953488372,0.045454545454545456,0.5217685235262305,-0.03612245998159398,0.10915495712968488,-0.0536199945707394,0.021201331794668567
6,0.6893295619025159,0.5149253731343284,0.5151515151515151,0.6863748085100291,0.5116279069767442,0.75,0.03488372093023256,0.06666666666666667,0.5137912385073012,-0.015824604308260465,0.16636980210501082,-0.04815149769121998,0.19516153497251987
7,0.6816526711751609,0.5895522388059702,0.5937433155080214,0.67913707643903,0.5813953488372093,0.6842105263157895,0.3023255813953488,0.41935483870967744,0.5824770146024878,0.057493201043081484,0.41635401426711516,0.019146971296259137,0.5653716566253977
8,0.6814727834396763,0.608955223880597,0.6244295900178254,0.6798875309009312,0.5872093023255814,0.6923076923076923,0.313953488372093,0.432,0.5454975662520282,0.16953920190771624,1.0319973055148002,0.03840365169331605,0.6671923640385635
9,0.6515372576887527,0.6328358208955224,0.65524064171123,0.6710161591547554,0.6104651162790697,0.7317073170731707,0.3488372093023256,0.47244094488188976,0.585248783126014,0.29153673001773545,1.194441666375154,0.14782830076508743,1.3644023419496005
10,0.6347091925604702,0.6761194029850747,0.7030392156862745,0.6678248170649334,0.5813953488372093,0.609375,0.45348837209302323,0.52,0.5848431584640347,0.47439162461712625,1.8965542222077798,0.30679608995722996,1.6674229620539165
